"id","WT-1_fpkm","WT-2_fpkm","WT-3_fpkm","KO-1_fpkm","KO-2_fpkm","KO-3_fpkm","WT-12h-1_fpkm","WT-12h-2_fpkm","WT-12h-3_fpkm","WT-24h-1_fpkm","WT-24h-2_fpkm","WT-24h-3_fpkm","KO-12h-1_fpkm","KO-12h-2_fpkm","KO-12h-3_fpkm","KO-24h-1_fpkm","KO-24h-2_fpkm","KO-24h-3_fpkm","WT-1_count","WT-2_count","WT-3_count","KO-1_count","KO-2_count","KO-3_count","WT-12h-1_count","WT-12h-2_count","WT-12h-3_count","WT-24h-1_count","WT-24h-2_count","WT-24h-3_count","KO-12h-1_count","KO-12h-2_count","KO-12h-3_count","KO-24h-1_count","KO-24h-2_count","KO-24h-3_count","Symbol","Description","KEGG_A_class","KEGG_B_class","Pathway","K_ID","GO Component","GO Function","GO Process"
"C2R79_RS00330",404.83,428.47,413.52,1342.23,1344.18,1388.54,242.54,237.45,217.2,263.86,245.52,252.12,461.58,464.59,460.09,542.36,495.19,562.26,2517,2525,4414,5454,7660,5397,2814,1821,1882,2810,2539,2989,1913,1800,2151,3409,2394,2889,"guaB","IMP dehydrogenase [Helicobacter pylori]","Metabolism;Metabolism;Metabolism;Metabolism","Global and overview maps;Global and overview maps;Nucleotide metabolism;Xenobiotics biodegradation and metabolism","ko01100//Metabolic pathways;ko01110//Biosynthesis of secondary metabolites;ko00230//Purine metabolism;ko00983//Drug metabolism - other enzymes","K00088;K00088;K00088;K00088","-","-","-"
"C2R79_RS00335",986.46,971.57,963.08,2782.34,2741.64,2603.1,642.64,670.86,666.67,758.05,767.62,778.55,1209.36,1267.92,1174.28,2089.9,2005,1994.94,5777,5393,9683,10649,14716,9530,7023,4846,5441,7604,7477,8694,4721,4627,5171,12373,9130,9655,"gatA","Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA [Helicobacter pylori]","Metabolism;Genetic Information Processing","Global and overview maps;Translation","ko01100//Metabolic pathways;ko00970//Aminoacyl-tRNA biosynthesis","K02433;K02433","-","-","-"
"C2R79_RS00340",20.46,21.59,16.27,56.6,61.4,62.32,58.62,69.87,68.05,57.21,53.71,52.01,70.84,71.36,70.65,38.93,44.54,42.86,52,52,71,94,143,99,278,219,241,249,227,252,120,113,135,100,88,90,"coaE","dephospho-CoA kinase [Helicobacter pylori]","Metabolism;Metabolism","Global and overview maps;Metabolism of cofactors and vitamins","ko01100//Metabolic pathways;ko00770//Pantothenate and CoA biosynthesis","K00859;K00859","-","-","-"
"C2R79_RS00345",103.17,112.27,108.34,157.41,155.66,140.04,140.9,156.53,153.56,146.96,150.46,124.44,185.28,169.82,176.01,157.45,151.26,160.15,350,361,631,349,484,297,892,655,726,854,849,805,419,359,449,540,399,449,"speE","spermidine synthase [Helicobacter pylori]","Metabolism;Metabolism;Metabolism;Metabolism","Global and overview maps;Amino acid metabolism;Amino acid metabolism;Metabolism of other amino acids","ko01100//Metabolic pathways;ko00270//Cysteine and methionine metabolism;ko00330//Arginine and proline metabolism;ko00480//Glutathione metabolism","K00797;K00797;K00797;K00797","-","-","-"
"C2R79_RS00350",26.72,22.89,26.51,61.54,64.66,51.64,38.28,34.96,32.47,21.16,17.66,19.56,44.46,43.73,47.15,39.78,35.05,48.98,101,82,172,152,224,122,270,163,171,137,111,141,112,103,134,152,103,153,"--","predicted coding region HP0833 [Helicobacter pylori 26695] [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS00355",45.81,53.29,50.14,116.82,113.51,112.74,96.58,106.52,89.22,71.42,70.22,68.46,119.57,100.17,101.31,111.71,119.99,113.91,273,301,513,455,620,420,1074,783,741,729,696,778,475,372,454,673,556,561,"der","ribosome biogenesis GTPase Der [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS00360",219.51,238.48,211.99,216.01,252.86,268.9,1.31,0.66,1.76,2.86,1.47,1.71,0,5.24,1.09,5.65,8.4,1.97,269,277,446,173,284,206,3,1,3,6,3,4,0,4,1,7,8,2,"hup","HU family DNA-binding protein [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS00370",1214.28,1243.45,1172.02,2004.21,1965.06,1946.7,960.85,900.74,999.92,647.3,744.14,689.14,1331.11,1259.47,1204.01,1518.5,1291.67,1474.9,3164,3071,5243,3413,4693,3171,4672,2895,3631,2889,3225,3424,2312,2045,2359,4000,2617,3176,"--","LPP20 lipofamily protein [Helicobacter pylori X47-2AL] [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS00375",77.9,86.55,81.54,178.51,188.46,142.07,103.05,96.72,103.15,67.45,55.43,42.63,127.03,123.2,133.13,64.77,65.82,112.02,207,218,372,310,459,236,511,317,382,307,245,216,225,204,266,174,136,246,"--","predicted coding region HP0838 [Helicobacter pylori 26695] [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS00380",93.87,100.01,92.38,210.61,230.3,202.46,380.75,337.02,347.77,131.54,143.95,140.77,475.88,472.66,503.92,340.65,287.91,350.02,712,719,1203,1044,1601,960,5389,3153,3676,1709,1816,2036,2406,2234,2874,2612,1698,2194,"--","transporter [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS00385",57.2,58.6,51.9,129.11,123.52,132.33,452.93,371.35,401.77,119.63,131.59,131.51,487.89,502.94,530.27,292.01,256.24,305.73,242,235,377,357,479,350,3576,1938,2369,867,926,1061,1376,1326,1687,1249,843,1069,"pseB","flaA1 protein [Helicobacter pylori]","Metabolism;Metabolism","Global and overview maps;Carbohydrate metabolism","ko01100//Metabolic pathways;ko00520//Amino sugar and nucleotide sugar metabolism","K15894;K15894","-","-","-"
"C2R79_RS00390",10.01,11.9,11.66,39.26,30.18,29.4,189.97,138.24,165.45,35.7,34.36,33.02,186.46,185.74,216.36,92.35,62.96,94.47,55,62,110,141,152,101,1948,937,1267,336,314,346,683,636,894,513,269,429,"coaBC","bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC [Helicobacter pylori]","Metabolism;Metabolism","Global and overview maps;Metabolism of cofactors and vitamins","ko01100//Metabolic pathways;ko00770//Pantothenate and CoA biosynthesis","K13038;K13038","-","-","-"
"C2R79_RS00395",2.52,1.66,0.92,1.93,5.5,3.02,31.07,20.44,25.1,2.94,1.71,2.15,35.46,37.93,38.14,9.66,5.27,7.25,8,5,5,4,16,6,184,80,111,16,9,13,75,75,91,31,13,19,"--","Uncharacterised protein [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS00400",165.27,171.39,170.97,211.36,207.61,206.31,81.77,84.56,81.92,125.08,104.87,115.13,96.74,111.97,125.12,176.03,160.43,164.59,469,461,833,392,540,366,433,296,324,608,495,623,183,198,267,505,354,386,"thiE","thiamine phosphate synthase [Helicobacter pylori]","Metabolism;Metabolism","Global and overview maps;Metabolism of cofactors and vitamins","ko01100//Metabolic pathways;ko00730//Thiamine metabolism","K00788;K00788","-","-","-"
"C2R79_RS00405",278.51,256.28,267.75,250.42,264.08,253.99,60.62,56.56,60.16,108.46,112.21,101.34,86.15,79.71,85.15,140.87,127.4,147.66,970,846,1601,570,843,553,394,243,292,647,650,673,200,173,223,496,345,425,"thiD","thiamine biosynthesis protein (thi) [Helicobacter pylori]","Metabolism;Metabolism","Global and overview maps;Metabolism of cofactors and vitamins","ko01100//Metabolic pathways;ko00730//Thiamine metabolism","K00941;K00941","-","-","-"
"C2R79_RS00410",478.26,488.54,459.89,666.55,630.13,636.74,485.42,536.64,516.05,724.5,714.2,728.99,831.99,867.02,779.58,1350.53,1527.34,1328.08,1604,1553,2648,1461,1937,1335,3038,2220,2412,4162,3984,4662,1860,1812,1966,4579,3983,3681,"thiM","hydroxyethylthiazole kinase [Helicobacter pylori]","Metabolism;Metabolism","Global and overview maps;Metabolism of cofactors and vitamins","ko01100//Metabolic pathways;ko00730//Thiamine metabolism","K00878;K00878","-","GO:0016301//kinase activity;GO:0032550//purine ribonucleoside binding;GO:0046872//metal ion binding","GO:0006772//thiamine metabolic process;GO:0006796//phosphate-containing compound metabolic process;GO:0009108//coenzyme biosynthetic process"
"C2R79_RS00415",1.77,1.95,2.69,1.89,2.44,1.36,5.78,4.81,6.36,4.95,6.58,6.43,4.51,7.54,4.92,5.41,3.47,5.5,23,24,60,16,29,11,140,77,115,110,142,159,39,61,48,71,35,59,"hsdR","type I restriction endonuclease subunit R [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS00425",72.99,71.76,71.57,52.37,53.3,52.65,70.39,72.22,68.33,71.56,78.62,76.56,86.68,79.81,80.53,108.08,120.21,106.02,499,465,840,234,334,225,898,609,651,838,894,998,395,340,414,747,639,599,"hsdM","type I restriction-modification system subunit M [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS00430",5.67,5.49,6.61,14.83,14.18,14.75,6.33,5.75,7.12,5.52,4.12,3.72,10.99,9.1,6.92,11.46,8.21,8.29,24,22,48,41,55,39,50,30,42,40,29,30,31,24,22,49,27,29,"ngoPIIM","DNA cytosine methyltransferase [Helicobacter pylori]","Metabolism;Metabolism","Global and overview maps;Amino acid metabolism","ko01100//Metabolic pathways;ko00270//Cysteine and methionine metabolism","K00558;K00558","-","GO:0008168//methyltransferase activity","GO:0006306//DNA methylation"
"C2R79_RS00435",0.73,1.54,2.13,2.98,6.12,5.46,7.32,6.13,8.05,4.98,4.25,3.84,9.87,11.35,12.97,6.03,5.64,5.6,3,6,15,8,23,14,56,31,46,35,29,30,27,29,40,25,18,19,"haeIIIR","HaeIII family restriction endonuclease [Helicobacter pylori]","-","-","-","-","-","GO:0004518//nuclease activity","GO:0090304//nucleic acid metabolic process"
"C2R79_RS00440",66.01,68.22,65.47,57.5,53.19,50.9,542.06,617.79,563.32,371.17,400.35,409.75,767.37,732.32,725.29,563.91,586.01,533.76,195,191,332,111,144,94,2988,2251,2319,1878,1967,2308,1511,1348,1611,1684,1346,1303,"pgpB","phosphatase PAP2 family protein [Helicobacter pylori]","Metabolism","Glycan biosynthesis and metabolism","ko00550//Peptidoglycan biosynthesis","K19302","-","-","-"
"C2R79_RS00445",27.17,32.61,32.52,20.21,21.49,20.73,44.75,43.45,52.41,34.34,31.02,29.94,47.12,54.4,60.33,33.78,31.74,41.32,109,124,224,53,79,52,335,215,293,236,207,229,126,136,182,137,99,137,"--","HrgA protein [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS00450",46.02,52.38,47.69,41.98,36.91,34.83,66.52,74.74,65.11,63.4,56.3,60.3,80.15,74.55,78.39,77.4,68.52,86.96,317,342,564,189,233,150,855,635,625,748,645,792,368,320,406,539,367,495,"ykpA","ATP-binding cassette domain-containing protein [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS00455",324.84,309.85,314.7,822.33,800.67,824.32,453.54,408.14,441.61,548.11,587.19,596.87,791.98,792.62,777.67,1048.18,911.07,1136.33,1366,1235,2272,2260,3086,2167,3559,2117,2588,3948,4107,4786,2220,2077,2459,4456,2979,3949,"guaC","guanosine 5'-monophosphate oxidoreductase [Helicobacter pylori]","Metabolism;Metabolism","Global and overview maps;Nucleotide metabolism","ko01100//Metabolic pathways;ko00230//Purine metabolism","K00364;K00364","GO:1990204//oxidoreductase complex","GO:0016657//oxidoreductase activity, acting on NAD(P)H, nitrogenous group as acceptor","GO:0009117//nucleotide metabolic process"
"C2R79_RS00460",53.02,69.08,61.3,78.67,78.01,77.1,17.87,15.63,22.19,10.79,7.73,8.22,16.27,16.11,22.44,17.88,8.27,13.61,132,163,262,128,178,120,83,48,77,46,32,39,27,25,42,45,16,28,"gmhA","D-sedoheptulose 7-phosphate isomerase [Helicobacter pylori]","Metabolism;Metabolism","Global and overview maps;Glycan biosynthesis and metabolism","ko01100//Metabolic pathways;ko00540//Lipopolysaccharide biosynthesis","K03271;K03271","-","-","-"
"C2R79_RS00465",71.01,51.47,55.47,81.3,84.03,70.02,421.34,386.04,399.34,145.92,150.28,144.22,442.64,450.44,498.83,280.29,298.03,290.72,425,292,570,318,461,262,4706,2850,3331,1496,1496,1646,1766,1680,2245,1696,1387,1438,"hldE","D-glycero-beta-D-manno-heptose-7-phosphate kinase [Helicobacter pylori]","Metabolism;Metabolism","Global and overview maps;Glycan biosynthesis and metabolism","ko01100//Metabolic pathways;ko00540//Lipopolysaccharide biosynthesis","K03272;K03272","-","-","-"
"C2R79_RS00470",158.56,179.15,177.21,182.77,187.05,169.72,800.75,823.69,757.78,455.33,455.96,477.18,846.42,838.91,829.77,604.67,669.59,586.36,677,725,1299,510,732,453,6380,4338,4509,3330,3238,3885,2409,2232,2664,2610,2223,2069,"hldD","ADP-glyceromanno-heptose 6-epimerase [Helicobacter pylori]","Metabolism;Metabolism","Global and overview maps;Glycan biosynthesis and metabolism","ko01100//Metabolic pathways;ko00540//Lipopolysaccharide biosynthesis","K03274;K03274","-","-","-"
"C2R79_RS00475",29.68,22.9,26.58,105.74,109.71,98.5,89.26,74.34,73.43,24.57,21.57,17.42,110.98,110.9,114.88,52.15,41.02,54.14,67,49,103,156,227,139,376,207,231,95,81,75,167,156,195,119,72,101,"gmhB","D-glycero-beta-D-manno-heptose 1,7-bisphosphate 7-phosphatase [Helicobacter pylori]","Metabolism;Metabolism","Global and overview maps;Glycan biosynthesis and metabolism","ko01100//Metabolic pathways;ko00540//Lipopolysaccharide biosynthesis","K03273;K03273","-","-","-"
"C2R79_RS00480",200.43,213.78,219.9,831.79,824.16,787.91,809.59,830.08,783.98,372.19,357.15,360.28,1472.66,1612.75,1468.1,1076.08,1284.36,1183.26,636,643,1198,1725,2397,1563,4794,3249,3467,2023,1885,2180,3115,3189,3503,3452,3169,3103,"--","sulfite exporter TauE/SafE family protein [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS00485",295.43,314.63,294.32,690.88,677.04,652.45,442.57,433.72,431.74,201.02,230.11,186.06,546.92,583.93,585.15,405.87,406.44,414.52,846,854,1447,1293,1777,1168,2365,1532,1723,986,1096,1016,1044,1042,1260,1175,905,981,"coaX","type III pantothenate kinase [Helicobacter pylori]","Metabolism;Metabolism","Global and overview maps;Metabolism of cofactors and vitamins","ko01100//Metabolic pathways;ko00770//Pantothenate and CoA biosynthesis","K03525;K03525","-","-","-"
"C2R79_RS00490",114.24,114.86,114.08,298.82,312.14,301.33,723.27,685.97,664.89,254.57,248.16,266.82,809.01,847.97,845.82,517.79,577.5,549.34,809,771,1387,1383,2026,1334,9558,5992,6562,3088,2923,3603,3819,3742,4504,3707,3180,3215,"pgbB","plasmid stabilization protein [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS00495",129.56,121,126.19,509.14,520.62,533.41,743.23,668.96,778.53,389.98,477.8,453.34,893.76,916.87,938.24,939.12,1022.96,943.63,366,324,612,940,1348,942,3918,2331,3065,1887,2245,2442,1683,1614,1993,2682,2247,2203,"--","50S ribosomal protein L22 [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS00500",37.7,56.58,42.68,118.62,145.99,128.26,11.1,9.9,12.19,8.68,8.3,5.01,16.73,22.15,27.54,12.61,14.34,11.57,71,101,138,146,252,151,39,23,32,28,26,18,21,26,39,24,21,18,"dut","dUTP diphosphatase [Helicobacter pylori]","Metabolism;Metabolism;Metabolism","Global and overview maps;Nucleotide metabolism;Xenobiotics biodegradation and metabolism","ko01100//Metabolic pathways;ko00240//Pyrimidine metabolism;ko00983//Drug metabolism - other enzymes","K01520;K01520;K01520","-","GO:0016787//hydrolase activity;GO:0046872//metal ion binding","GO:0009117//nucleotide metabolic process"
"C2R79_RS00505",312.91,339.06,319.64,438.53,458.28,498.29,153.84,148.93,153.06,137.97,125.14,115.31,188.9,199.81,216.19,216.11,203.63,191.59,666,684,1168,610,894,663,611,391,454,503,443,468,268,265,346,465,337,337,"greA","transcription elongation factor GreA [Helicobacter pylori]","-","-","-","-","-","GO:0003676//nucleic acid binding;GO:0019899//enzyme binding","GO:0006355//regulation of transcription, DNA-templated"
"C2R79_RS00510",14.82,18.35,14.76,13.8,13.36,12.37,48.91,44.22,40.83,12.91,15.11,12.84,35.44,33.08,24.28,24,14.91,13.77,69,81,118,42,57,36,425,254,265,103,117,114,110,96,85,113,54,53,"lpxB","lipid-A-disaccharide synthase [Helicobacter pylori]","Metabolism;Metabolism","Global and overview maps;Glycan biosynthesis and metabolism","ko01100//Metabolic pathways;ko00540//Lipopolysaccharide biosynthesis","K00748;K00748","-","-","-"
"C2R79_RS00515",28.19,24.43,26.1,17.72,15.38,21.74,27.79,22.85,28.54,10.58,9.99,7.39,12.84,16.16,30.13,8.47,11.01,11.57,56,46,89,23,28,27,103,56,79,36,33,28,17,20,45,17,17,19,"--","predicted coding region HP0868 [Helicobacter pylori 26695] [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS00520",206.95,216.95,208.94,49.26,43.01,40.99,35.21,52.2,51.38,15.34,13.03,13.78,28.58,36.9,35.82,16.25,15.21,21.46,315,313,546,49,60,39,100,98,109,40,33,40,29,35,41,25,18,27,"hypA","HypA [Helicobacter pylori 51] [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS00525",1738.3,1777.88,1701.58,238.39,234.69,225.6,515.51,554.55,512.17,189.03,174.19,158.72,263.49,277.36,242.62,86.07,89.72,95.89,16122,15629,27094,1445,1995,1308,8922,6344,6620,3003,2687,2807,1629,1603,1692,807,647,735,"flgE","flagellar hook protein FlgE [Helicobacter pylori]","Cellular Processes","Cell motility","ko02040//Flagellar assembly","K02390","GO:0044461//bacterial-type flagellum part","-","GO:0030030//cell projection organization;GO:0097588//archaeal or bacterial-type flagellum-dependent cell motility"
"C2R79_RS00535",1004.64,963.79,965.77,2330.76,2373.12,2203.32,429,427.63,466.36,286.89,340.72,328.07,687.35,606.8,641.73,541.49,688.95,542.16,3175,2887,5240,4814,6874,4353,2530,1667,2054,1553,1791,1977,1448,1195,1525,1730,1693,1416,"cdh","CDP-diacylglycerol diphosphatase [Helicobacter pylori]","Metabolism;Metabolism","Global and overview maps;Lipid metabolism","ko01110//Biosynthesis of secondary metabolites;ko00564//Glycerophospholipid metabolism","K01521;K01521","-","-","-"
"C2R79_RS00540",33.83,43.13,34.48,59.31,43.83,51.86,1.13,1.71,2.02,4.11,5.93,2.96,7.4,7.92,6.56,7.67,0.91,8.53,48,58,84,55,57,46,3,3,4,10,14,8,7,7,7,11,1,10,"yjdM","alkylphosphonate utilization protein [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS00545",3122.48,3402.25,3259.33,1270.22,1433.19,1179.81,133.29,137.05,94.26,100.58,80.92,75.67,61.38,46.65,58.71,55.38,37.39,45.6,2900,2995,5197,771,1220,685,231,157,122,160,125,134,38,27,41,52,27,35,"--","membrane protein [Helicobacter pylori PZ5026] [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS00550",12346.7,12220.63,11976.18,4941.41,5002.78,4968.86,5495.13,5723.63,5649.6,6451.8,6427.15,6369.89,2424.77,2227.83,2503.67,2070.48,1921.97,2094.91,46505,43629,77445,12164,17271,11700,38624,26592,29656,41625,40265,45750,6088,5229,7091,7884,5629,6521,"--","twin-arginine translocation signal domain-containing protein [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS00555",84422.95,83863.08,84682.59,41855.73,42076.62,42237.9,16716.18,19501.07,17543.39,23318.02,22602.15,22860.11,6852.49,6925.27,6779.84,7603.12,7613.32,7715.5,551032,518824,948936,178545,251718,172345,203603,157002,159579,260695,245373,284515,29814,28167,33275,50169,38639,41618,"katA","catalase [Helicobacter pylori]","Metabolism;Metabolism;Metabolism;Metabolism;Metabolism","Global and overview maps;Global and overview maps;Global and overview maps;Carbohydrate metabolism;Amino acid metabolism","ko01100//Metabolic pathways;ko01110//Biosynthesis of secondary metabolites;ko01200//Carbon metabolism;ko00630//Glyoxylate and dicarboxylate metabolism;ko00380//Tryptophan metabolism","K03781;K03781;K03781;K03781;K03781","-","-","-"
"C2R79_RS00560",24.47,24.27,22.18,44.78,37.38,34.6,722.19,628.66,655.87,529.06,567.2,554.45,809.11,763.57,842.75,1387,1267.03,1369.91,250,235,389,299,350,221,13768,7922,9338,9258,9638,10801,5510,4861,6474,14325,10065,11566,"--","TonB-dependent receptor [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS00565",57.9,63.67,54.59,69.82,56.21,72.21,41.54,54.5,45.77,30.94,27.43,29.59,56.68,98.42,59.38,55.81,46.06,52.25,118,123,191,93,105,92,158,137,130,108,93,115,77,125,91,115,73,88,"ruvC","crossover junction endodeoxyribonuclease RuvC [Helicobacter pylori]","Genetic Information Processing","Replication and repair","ko03440//Homologous recombination","K01159","-","GO:0004520//endodeoxyribonuclease activity;GO:0046872//metal ion binding","GO:0006259//DNA metabolic process;GO:0033554//cellular response to stress"
"C2R79_RS00575",82.01,79.09,75.57,119.11,116.74,133.23,66.09,72.46,74.25,73.31,77.04,62.5,79.3,92.53,88.61,77.32,89.4,84.89,256,234,405,243,334,260,385,279,323,392,400,372,165,180,208,244,217,219,"--","NYN domain-containing protein [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS00580",0.97,1.37,0.76,1.99,3.54,1.56,3.48,2.89,3.26,1.89,2.15,0.85,4.38,4.68,1.73,2.89,6.67,2.75,3,4,4,4,10,3,20,11,14,10,11,5,9,9,4,9,16,7,"--","DUF3519 domain-containing protein, partial [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS00585",64.72,70.72,72.5,142.29,129.2,110.36,160.27,152.08,166.75,66.64,61.26,66.39,200.59,200.88,193.66,151.61,172.65,145.01,364,377,700,523,666,388,1682,1055,1307,642,573,712,752,704,819,862,755,674,"--","predicted coding region HP1106 [Helicobacter pylori 26695] [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS00590",508.29,515.54,490.99,1285.5,1272.55,1271.52,576.91,585.27,547.21,463.04,461.03,451.63,825.68,789.79,807.53,712.02,805.73,761.06,1449,1393,2403,2395,3325,2266,3069,2058,2174,2261,2186,2455,1569,1403,1731,2052,1786,1793,"--","outer membrane protein [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS00595",401.3,443.07,433.44,317.8,327.02,293.78,155.73,154.6,164.5,103.35,105.68,108.71,191.55,175.63,182.49,177.56,171.14,185.1,968,1013,1795,501,723,443,701,460,553,427,424,500,308,264,331,433,321,369,"porC","pyruvate flavodoxin oxidoreductase subunit gamma [Helicobacter pylori]","Metabolism;Metabolism;Metabolism;Metabolism;Metabolism;Metabolism;Metabolism;Metabolism;Metabolism;Metabolism;Metabolism;Metabolism","Global and overview maps;Global and overview maps;Global and overview maps;Global and overview maps;Energy metabolism;Carbohydrate metabolism;Carbohydrate metabolism;Carbohydrate metabolism;Energy metabolism;Carbohydrate metabolism;Carbohydrate metabolism;Xenobiotics biodegradation and metabolism","ko01100//Metabolic pathways;ko01110//Biosynthesis of secondary metabolites;ko01120//Microbial metabolism in diverse environments;ko01200//Carbon metabolism;ko00720//Carbon fixation pathways in prokaryotes;ko00620//Pyruvate metabolism;ko00010//Glycolysis / Gluconeogenesis;ko00020//Citrate cycle (TCA cycle);ko00680//Methane metabolism;ko00640//Propanoate metabolism;ko00650//Butanoate metabolism;ko00633//Nitrotoluene degradation","K00172;K00172;K00172;K00172;K00172;K00172;K00172;K00172;K00172;K00172;K00172;K00172","-","GO:0016491//oxidoreductase activity","-"
